,YUAG,,Berkeley,,Hopper,,304Elm,,Davenport,,38HH,,320Temple,,53Wall,,Sprague,,Malone,,Trumbull,,17HH,
Fri 01/05/18 17:00,296.5,7952409.5,89.3,7249296.7,87.2,2776176.2,5,1109697.5,123,4318964.8,6.7,3164578.3,2.3,94245.8,20.8,3026515.2,45.3,362672,156.3,6558413.2,66.2,4448891.3,168.8,8947499.3
Fri 01/05/18 18:00,280.2,7952689.7,87.2,7249383.8,87,2776263.2,7.2,1109704.7,128.2,4319093,6.2,3164584.5,2,94247.8,17,3026532.2,47.3,362719.3,156.5,6558569.7,74.3,4448965.7,170.8,8947670.2
Fri 01/05/18 19:00,240,7952929.7,84.2,7249468,87.7,2776350.8,8,1109712.7,128,4319221,4.5,3164589,2.3,94250.2,15.8,3026548,44.7,362764,152.5,6558722.2,77.5,4449043.2,169.7,8947839.8
Fri 01/05/18 20:00,212.7,7953142.3,78.5,7249546.5,87.7,2776438.5,7.7,1109720.3,126,4319347,4,3164593,2.2,94252.3,15.3,3026563.3,44.3,362808.3,145.3,6558867.5,75.2,4449118.3,165.7,8948005.5
Fri 01/05/18 21:00,211.8,7953354.2,78.2,7249624.7,90.8,2776529.3,7.8,1109728.2,125.8,4319472.8,3.7,3164596.7,2.5,94254.8,15.5,3026578.8,44.3,362852.7,126,6558993.5,74.2,4449192.5,164.7,8948170.2
Fri 01/05/18 22:00,210.5,7953564.7,70.7,7249695.3,86.7,2776616,7.8,1109736,125.2,4319598,4,3164600.7,2,94256.8,15.2,3026594,44,362896.7,122.2,6559115.7,75,4449267.5,157.5,8948327.7
Fri 01/05/18 23:00,210.8,7953775.5,61.2,7249756.5,75.2,2776691.2,7.7,1109743.7,110.8,4319708.8,3.3,3164604,2.3,94259.2,14.8,3026608.8,40.3,362937,122.8,6559238.5,74.8,4449342.3,158.7,8948486.3
Sat 01/06/18 00:00,211,7953986.5,71.8,7249828.3,92.8,2776784,8,1109751.7,124.8,4319833.7,3.2,3164607.2,2,94261.2,14.8,3026623.7,40,362977,127.5,6559366,73.7,4449416,155.5,8948641.8
Sat 01/06/18 01:00,198.9,7954185.4,73.5,7249901.8,99.7,2776883.7,7.6,1109759.3,130,4319963.7,3.7,3164610.8,1,94262.2,-419526.5,2607097.2,45.9,363022.9,121.4,6559487.4,78.1,4449494.1,-1203916.3,7744725.5
Sat 01/06/18 02:00,187.1,7954372.5,62.2,7249964,88.1,2776971.8,6.9,1109766.2,107.7,4320071.3,3.3,3164614.2,1.3,94263.5,419556.3,3026653.5,39.3,363062.2,116.6,6559604,68.2,4449562.3,1204221.1,8948946.7
Sat 01/06/18 03:00,210,7954582.5,69.8,7250033.8,98,2777069.8,7.8,1109774,120.7,4320192,3.3,3164617.5,2,94265.5,15,3026668.5,43.5,363105.7,129.3,6559733.3,71.8,4449634.2,148.8,8949095.5
Sat 01/06/18 04:00,210.7,7954793.2,69,7250102.8,94.3,2777164.2,8,1109782,120,4320312,3.5,3164621,2,94267.5,14.7,3026683.2,43.3,363149,135.5,6559868.8,71.8,4449706,148.8,8949244.3
Sat 01/06/18 05:00,245.3,7955038.5,68.7,7250171.5,95.3,2777259.5,8,1109790,119.7,4320431.7,3.5,3164624.5,1.8,94269.3,14.8,3026698,43.3,363192.3,143.2,6560012,71.3,4449777.3,145.8,8949390.2
Sat 01/06/18 06:00,210,7955248.5,68.8,7250240.3,95.7,2777355.2,8.7,1109798.7,119.5,4320551.2,3.8,3164628.3,1.8,94271.2,14.8,3026712.8,43.5,363235.8,128.5,6560140.5,70.5,4449847.8,145,8949535.2
Sat 01/06/18 07:00,210,7955458.5,68.7,7250309,94.2,2777449.3,8.5,1109807.2,120.3,4320671.5,3.5,3164631.8,2,94273.2,14.7,3026727.5,43.3,363279.2,127.3,6560267.8,71.2,4449919,148.3,8949683.5
Sat 01/06/18 08:00,210.2,7955668.7,64.2,7250373.2,79.7,2777529,8.5,1109815.7,104,4320775.5,3.5,3164635.3,2,94275.2,14.8,3026742.3,39.5,363318.7,126.8,6560394.7,70.3,4449989.3,150.3,8949833.8
Sat 01/06/18 09:00,211.8,7955880.5,84.8,7250458,95.8,2777624.8,8.7,1109824.3,117.7,4320893.2,3.3,3164638.7,2,94277.2,14.7,3026757,39.7,363358.3,125.7,6560520.3,70.3,4450059.7,151.5,8949985.3
Sat 01/06/18 10:00,219.2,7956099.7,84,7250542,94.5,2777719.3,8.7,1109833,121,4321014.2,3.7,3164642.3,2.5,94279.7,15,3026772,42.2,363400.5,128.2,6560648.5,71.5,4450131.2,151.7,8950137
Sat 01/06/18 11:00,235.7,7956335.3,82.8,7250624.8,95.2,2777814.5,8.7,1109841.7,121.8,4321136,4.2,3164646.5,2.2,94281.8,15.7,3026787.7,42.3,363442.8,130.2,6560778.7,77.3,4450208.5,153,8950290
Sat 01/06/18 12:00,273.8,7956609.2,81.7,7250706.5,97.5,2777912,8.7,1109850.3,120.8,4321256.8,4.5,3164651,2.2,94284,15.5,3026803.2,42.7,363485.5,128,6560906.7,77,4450285.5,155,8950445
Sat 01/06/18 13:00,285.8,7956895,81,7250787.5,95.2,2778007.2,8.7,1109859,120.2,4321377,4.3,3164655.3,2.2,94286.2,15.3,3026818.5,42,363527.5,131.2,6561037.8,76.3,4450361.8,158,8950603
Sat 01/06/18 14:00,286.5,7957181.5,81.7,7250869.2,96.2,2778103.3,8.5,1109867.5,122.7,4321499.7,4.7,3164660,2.3,94288.5,15,3026833.5,42,363569.5,133,6561170.8,76.7,4450438.5,158.5,8950761.5
Sat 01/06/18 15:00,288.5,7957470,72.7,7250941.8,86.8,2778190.2,8.8,1109876.3,108.2,4321607.8,4.3,3164664.3,2.2,94290.7,14.5,3026848,41.8,363611.3,138,6561308.8,75.2,4450513.7,161.2,8950922.7
Sat 01/06/18 16:00,290.2,7957760.2,77.7,7251019.5,89.3,2778279.5,8.5,1109884.8,115.7,4321723.5,3.8,3164668.2,2.2,94292.8,14.7,3026862.7,36.7,363648,139.7,6561448.5,73.3,4450587,162.3,8951085
Sat 01/06/18 17:00,290.7,7958050.8,82.2,7251101.7,81.5,2778361,8.7,1109893.5,122.2,4321845.7,4.2,3164672.3,2,94294.8,15.2,3026877.8,42.5,363690.5,141.8,6561590.3,73.2,4450660.2,167.2,8951252.2
Sat 01/06/18 18:00,275.2,7958326,83.5,7251185.2,79.3,2778440.3,8.5,1109902,121.7,4321967.3,4.2,3164676.5,2,94296.8,15,3026892.8,42.7,363733.2,138,6561728.3,75.5,4450735.7,166.3,8951418.5
Sat 01/06/18 19:00,232.2,7958558.2,84.5,7251269.7,82.5,2778522.8,7.8,1109909.8,122.8,4322090.2,4.5,3164681,2,94298.8,14.5,3026907.3,43.3,363776.5,139.3,6561867.7,73.8,4450809.5,163,8951581.5
Sat 01/06/18 20:00,209.3,7958767.5,81.7,7251351.3,96.7,2778619.5,7.8,1109917.7,125.3,4322215.5,4.2,3164685.2,2.2,94301,14.7,3026922,43.5,363820,141.2,6562008.8,77.2,4450886.7,159.2,8951740.7
Sat 01/06/18 21:00,210.5,7958978,81.2,7251432.5,96,2778715.5,8,1109925.7,125.3,4322340.8,3.3,3164688.5,2.2,94303.2,14.7,3026936.7,43.5,363863.5,137,6562145.8,80.2,4450966.8,154.5,8951895.2
Sat 01/06/18 22:00,211.2,7959189.2,70.5,7251503,87.5,2778803,8,1109933.7,118.8,4322459.7,2.8,3164691.3,2,94305.2,14.7,3026951.3,43.3,363906.8,138.3,6562284.2,79.3,4451046.2,157.8,8952053
Sat 01/06/18 23:00,210.3,7959399.5,66,7251569,80.8,2778883.8,8,1109941.7,112,4322571.7,3.2,3164694.5,2.5,94307.7,14.5,3026965.8,36.3,363943.2,137.8,6562422,77.5,4451123.7,160.2,8952213.2
Sun 01/07/18 00:00,209.5,7959609,74.2,7251643.2,98.3,2778982.2,8,1109949.7,125.3,4322697,3,3164697.5,1.8,94309.5,14.7,3026980.5,43.3,363986.5,136.7,6562558.7,79.7,4451203.3,152.2,8952365.3
Sun 01/07/18 01:00,196.9,7959805.9,75.9,7251719,110.6,2779092.8,7.3,1109956.9,129,4322826,3.3,3164700.8,0.5,94310,-427412.9,2599567.6,45.6,364032.1,126.6,6562685.3,84.1,4451287.4,-1228931.3,7723434
Sun 01/07/18 02:00,187.4,7959993.3,66,7251785,92.7,2779185.5,7.2,1109964.2,109.5,4322935.5,2.8,3164703.7,1.5,94311.5,427442.1,3027009.7,38.7,364070.8,121.9,6562807.2,74.1,4451361.5,1229231.1,8952665.2
Sun 01/07/18 03:00,216,7960209.3,72.5,7251857.5,102.5,2779288,8.2,1109972.3,121.7,4323057.2,3.3,3164707,2,94313.5,15.3,3027025,43.3,364114.2,132.8,6562940,77.2,4451438.7,153.2,8952818.3
Sun 01/07/18 04:00,239.2,7960448.5,72,7251929.5,102.8,2779390.8,8.2,1109980.5,121.8,4323179,3.2,3164710.2,2,94315.5,14.3,3027039.3,43.5,364157.7,133.7,6563073.7,76.8,4451515.5,148.2,8952966.5
Sun 01/07/18 05:00,209,7960657.5,71.2,7252000.7,104,2779494.8,8.8,1109989.3,121.2,4323300.2,3.3,3164713.5,2,94317.5,14.7,3027054,43.2,364200.8,135.3,6563209,77,4451592.5,148.7,8953115.2
Sun 01/07/18 06:00,209,7960866.5,71.3,7252072,102.7,2779597.5,8.2,1109997.5,121,4323421.2,3.2,3164716.7,2.2,94319.7,14.8,3027068.8,43.3,364244.2,135,6563344,77.2,4451669.7,148,8953263.2
Sun 01/07/18 07:00,209.2,7961075.7,69.3,7252141.3,99.2,2779696.7,8,1110005.5,118.3,4323539.5,3.3,3164720,2.3,94322,14.5,3027083.3,43.2,364287.3,152.8,6563496.8,77.8,4451747.5,149.3,8953412.5
Sun 01/07/18 08:00,209.7,7961285.3,67.8,7252209.2,88.3,2779785,8.8,1110014.3,106.3,4323645.8,2.7,3164722.7,2.3,94324.3,14.3,3027097.7,38.3,364325.7,135,6563631.8,78,4451825.5,147.5,8953560
Sun 01/07/18 09:00,210,7961495.3,83.7,7252292.8,103.3,2779888.3,8.5,1110022.8,122.2,4323768,2.8,3164725.5,2.3,94326.7,14.2,3027111.8,39.8,364365.5,130.7,6563762.5,78.2,4451903.7,145.7,8953705.7
Sun 01/07/18 10:00,219,7961714.3,82.2,7252375,101.2,2779989.5,8.7,1110031.5,120.8,4323888.8,3.5,3164729,2.3,94329,14.5,3027126.3,42,364407.5,130.8,6563893.3,82,4451985.7,148.3,8953854
Sun 01/07/18 11:00,234.2,7961948.5,81.3,7252456.3,101.3,2780090.8,8.8,1110040.3,122.2,4324011,3,3164732,2.2,94331.2,15.2,3027141.5,42,364449.5,130.7,6564024,81.7,4452067.3,150.7,8954004.7
Sun 01/07/18 12:00,270.2,7962218.7,82.7,7252539,104.8,2780195.7,8.7,1110049,121.8,4324132.8,3.2,3164735.2,2.2,94333.3,15.2,3027156.7,42,364491.5,130.5,6564154.5,78.8,4452146.2,156.7,8954161.3
Sun 01/07/18 13:00,280.7,7962499.3,84.8,7252623.8,105,2780300.7,8.7,1110057.7,122.3,4324255.2,3.3,3164738.5,2.5,94335.8,14.7,3027171.3,42,364533.5,134.3,6564288.8,80,4452226.2,160.2,8954321.5
Sun 01/07/18 14:00,282,7962781.3,87.2,7252711,104.5,2780405.2,8.8,1110066.5,126,4324381.2,3.7,3164742.2,2.3,94338.2,15,3027186.3,42,364575.5,132,6564420.8,79,4452305.2,156.2,8954477.7
Sun 01/07/18 15:00,284.3,7963065.7,74.8,7252785.8,89.2,2780494.3,8.3,1110074.8,109,4324490.2,3,3164745.2,1.8,94340,14.7,3027201,39.7,364615.2,138.2,6564559,79.5,4452384.7,157.7,8954635.3
Sun 01/07/18 16:00,285.3,7963351,81.5,7252867.3,98,2780592.3,8.7,1110083.5,119.8,4324610,3.3,3164748.5,1.8,94341.8,14.8,3027215.8,37.5,364652.7,142.8,6564701.8,81.2,4452465.8,159,8954794.3
Sun 01/07/18 17:00,284.2,7963635.2,82.2,7252949.5,97.2,2780689.5,9,1110092.5,122.8,4324732.8,3.5,3164752,2,94343.8,14.7,3027230.5,42.8,364695.5,138.8,6564840.7,79.7,4452545.5,159.5,8954953.8
Sun 01/07/18 18:00,272,7963907.2,81.5,7253031,101.7,2780791.2,8.3,1110100.8,126,4324858.8,3.3,3164755.3,2,94345.8,15,3027245.5,42.5,364738,143.2,6564983.8,81.5,4452627,164,8955117.8
Sun 01/07/18 19:00,232.2,7964139.3,80.5,7253111.5,105.2,2780896.3,7.8,1110108.7,128.2,4324987,3.2,3164758.5,2,94347.8,15,3027260.5,43.3,364781.3,144.2,6565128,82.2,4452709.2,162.8,8955280.7
Sun 01/07/18 20:00,209.5,7964348.8,78.3,7253189.8,105.2,2781001.5,7.8,1110116.5,129.3,4325116.3,3.5,3164762,2,94349.8,14.8,3027275.3,43.3,364824.7,139.5,6565267.5,80,4452789.2,160,8955440.7
Sun 01/07/18 21:00,210,7964558.8,78.5,7253268.3,106,2781107.5,7.8,1110124.3,129.3,4325245.7,3,3164765,2,94351.8,14.3,3027289.7,43.2,364867.8,137.8,6565405.3,82.8,4452872,161,8955601.7
Sun 01/07/18 22:00,210.5,7964769.3,65.2,7253333.5,93.2,2781200.7,8,1110132.3,116.3,4325362,3.3,3164768.3,2.3,94354.2,14.7,3027304.3,43.2,364911,135.5,6565540.8,81.7,4452953.7,159.8,8955761.5
Sun 01/07/18 23:00,209.8,7964979.2,67.3,7253400.8,96.8,2781297.5,8,1110140.3,114.8,4325476.8,2.7,3164771,2,94356.2,14.7,3027319,36,364947,134.8,6565675.7,80.8,4453034.5,156.7,8955918.2
Mon 01/08/18 00:00,209.3,7965188.5,69.7,7253470.5,100.3,2781397.8,8,1110148.3,125.2,4325602,3,3164774,2,94358.2,14.7,3027333.7,43.2,364990.2,132.7,6565808.3,82.5,4453117,150.2,8956068.3
Mon 01/08/18 01:00,177.1,7965365.6,72.9,7253543.4,104.5,2781502.3,7.3,1110155.6,126.4,4325728.4,3.3,3164777.3,0.8,94359,-396011.4,2631322.3,41.9,365032,124.7,6565933.1,-580627.8,3872489.2,-1134966.2,7821102.2
Mon 01/08/18 02:00,121.8,7965487.3,62.2,7253605.7,93.5,2781595.8,7.1,1110162.7,101.1,4325829.5,3.2,3164780.5,0.8,94359.8,396040.1,3027362.3,27.8,365059.8,113.4,6566046.5,580765,4453254.2,1135266,8956368.2
Mon 01/08/18 03:00,129.8,7965617.2,69.3,7253675,103.5,2781699.3,8,1110170.7,106.8,4325936.3,3,3164783.5,1.5,94361.3,14.5,3027376.8,31.2,365091,124.7,6566171.2,63.3,4453317.5,145.2,8956513.3
Mon 01/08/18 04:00,139.8,7965757,68.8,7253743.8,102.8,2781802.2,7.8,1110178.5,105.2,4326041.5,3,3164786.5,1.8,94363.2,14.7,3027391.5,31.5,365122.5,125.8,6566297,61.3,4453378.8,150.8,8956664.2
Mon 01/08/18 05:00,141.2,7965898.2,67.7,7253811.5,103.3,2781905.5,7.8,1110186.3,105,4326146.5,3.7,3164790.2,1.3,94364.5,14.7,3027406.2,32,365154.5,124.8,6566421.8,62.5,4453441.3,153.7,8956817.8
Mon 01/08/18 06:00,130.7,7966028.8,67.5,7253879,103.2,2782008.7,8,1110194.3,108,4326254.5,4.2,3164794.3,1.7,94366.2,14.7,3027420.8,34,365188.5,125,6566546.8,60.5,4453501.8,156.7,8956974.5
Mon 01/08/18 07:00,132.8,7966161.7,65.7,7253944.7,99,2782107.7,8.7,1110203,114.2,4326368.7,4.2,3164798.5,1.7,94367.8,15,3027435.8,32.5,365221,125.3,6566672.2,61.8,4453563.7,155.2,8957129.7
Mon 01/08/18 08:00,149.8,7966311.5,68.8,7254013.5,92,2782199.7,9.5,1110212.5,105,4326473.7,4.2,3164802.7,2,94369.8,17.7,3027453.5,32,365253,128,6566800.2,73.7,4453637.3,156.8,8957286.5
Mon 01/08/18 09:00,217,7966528.5,89.8,7254103.3,117,2782316.7,8.7,1110221.2,123.3,4326597,4.8,3164807.5,2.3,94372.2,17,3027470.5,38.7,365291.7,137,6566937.2,83,4453720.3,161.7,8957448.2
Mon 01/08/18 10:00,274.2,7966802.7,89.7,7254193,116.3,2782433,8.5,1110229.7,116.8,4326713.8,6.7,3164814.2,2.3,94374.5,19.7,3027490.2,46,365337.7,139.5,6567076.7,87,4453807.3,166.3,8957614.5
Mon 01/08/18 11:00,287.5,7967090.2,89.2,7254282.2,116.7,2782549.7,8.8,1110238.5,118.8,4326832.7,7.3,3164821.5,2.3,94376.8,25.8,3027516,48.5,365386.2,157,6567233.7,89,4453896.3,175.7,8957790.2
Mon 01/08/18 12:00,296,7967386.2,96.5,7254378.7,121.3,2782671,9,1110247.5,119.3,4326952,8.5,3164830,2,94378.8,25.5,3027541.5,49,365435.2,148.7,6567382.3,88.2,4453984.5,179.5,8957969.7
Mon 01/08/18 13:00,298.3,7967684.5,122.3,7254501,116,2782787,9,1110256.5,116,4327068,8.5,3164838.5,2.2,94381,21.7,3027563.2,50.5,365485.7,155.5,6567537.8,89.7,4454074.2,182.3,8958152
Mon 01/08/18 14:00,295.5,7967980,104.7,7254605.7,115.3,2782902.3,7.2,1110263.7,116.2,4327184.2,8.2,3164846.7,2.5,94383.5,20.8,3027584,50.7,365536.3,155.2,6567693,87,4454161.2,176.5,8958328.5
Mon 01/08/18 15:00,298.5,7968278.5,82.3,7254688,105.5,2783007.8,8.3,1110272,104.2,4327288.3,7.8,3164854.5,1.8,94385.3,20.7,3027604.7,51.2,365587.5,151.7,6567844.7,85.3,4454246.5,177.3,8958505.8
Mon 01/08/18 16:00,300,7968578.5,83.8,7254771.8,110.7,2783118.5,8.7,1110280.7,112.5,4327400.8,6.5,3164861,1.8,94387.2,23,3027627.7,42.5,365630,155.7,6568000.3,83.7,4454330.2,180.7,8958686.5
Mon 01/08/18 17:00,295.5,7968874,85.7,7254857.5,110.7,2783229.2,8.7,1110289.3,116,4327516.8,7.7,3164868.7,2,94389.2,23,3027650.7,49.7,365679.7,159.2,6568159.5,71.7,4454401.8,182.8,8958869.3
Mon 01/08/18 18:00,281.2,7969155.2,83,7254940.5,100.5,2783329.7,8.7,1110298,117.5,4327634.3,6.8,3164875.5,1.5,94390.7,20.8,3027671.5,48,365727.7,160.8,6568320.3,65,4454466.8,182.2,8959051.5
Mon 01/08/18 19:00,218.5,7969373.7,81,7255021.5,100.2,2783429.8,8.8,1110306.8,117.8,4327752.2,5.8,3164881.3,1.7,94392.3,16.5,3027688,46,365773.7,155.2,6568475.5,63.7,4454530.5,177.5,8959229
Mon 01/08/18 20:00,158.8,7969532.5,77.5,7255099,97.2,2783527,8.5,1110315.3,121.5,4327873.7,4.5,3164885.8,1.7,94394,15,3027703,45.3,365819,149.3,6568624.8,65,4454595.5,168.3,8959397.3
Mon 01/08/18 21:00,154.3,7969686.8,77.5,7255176.5,98.2,2783625.2,8.5,1110323.8,121.5,4327995.2,3.7,3164889.5,1.7,94395.7,15,3027718,45,365864,137.8,6568762.7,66.8,4454662.3,169.8,8959567.2
Mon 01/08/18 22:00,135.3,7969822.2,68.5,7255245,92.7,2783717.8,8.5,1110332.3,114.2,4328109.3,3.3,3164892.8,1.7,94397.3,15,3027733,45,365909,139.7,6568902.3,65.8,4454728.2,166.7,8959733.8
Mon 01/08/18 23:00,130.5,7969952.7,62.3,7255307.3,87.5,2783805.3,7.7,1110340,103.5,4328212.8,2.8,3164895.7,1.7,94399,15,3027748,39.5,365948.5,134.8,6569037.2,63.8,4454792,158.3,8959892.2
Tue 01/09/18 00:00,129.8,7970082.5,68.2,7255375.5,100.8,2783906.2,8,1110348,110.3,4328323.2,3.2,3164898.8,1.3,94400.3,15,3027763,38.8,365987.3,131.3,6569168.5,62.8,4454854.8,153.2,8960045.3
Tue 01/09/18 01:00,121.8,7970204.3,70.5,7255446,105.3,2784011.5,6.5,1110354.5,113.2,4328436.4,3.3,3164902.2,0.7,94401,-361913.5,2665849.5,35.2,366022.6,118.8,6569287.3,65.5,4454920.4,-1040678.4,7919366.9
Tue 01/09/18 02:00,114.4,7970318.7,59.5,7255505.5,89.5,2784101,4,1110358.5,92.1,4328528.5,2.8,3164905,1,94402,361943.2,3027792.7,28.9,366051.5,111.2,6569398.5,57.8,4454978.2,1040969.4,8960336.3
Tue 01/09/18 03:00,148,7970466.7,66,7255571.5,99.3,2784200.3,5,1110363.5,102.8,4328631.3,3,3164908,0.8,94402.8,14.8,3027807.5,33.2,366084.7,123.2,6569521.7,61.3,4455039.5,145.2,8960481.5
Tue 01/09/18 04:00,132.7,7970599.3,66,7255637.5,97.8,2784298.2,5.2,1110368.7,102.5,4328733.8,3.3,3164911.3,0.8,94403.7,14.8,3027822.3,32.8,366117.5,142.3,6569664,60.8,4455100.3,162.3,8960643.8
Tue 01/09/18 05:00,130,7970729.3,66,7255703.5,98.8,2784397,4.5,1110373.2,102.3,4328836.2,3.3,3164914.7,0.8,94404.5,14.7,3027837,33.5,366151,124.7,6569788.7,59.7,4455160,149.8,8960793.7
Tue 01/09/18 06:00,128.8,7970858.2,66,7255769.5,98.8,2784495.8,4.7,1110377.8,105.8,4328942,4.2,3164918.8,1,94405.5,15,3027852,35.3,366186.3,122.2,6569910.8,59.8,4455219.8,146.8,8960940.5
Tue 01/09/18 07:00,134.2,7970992.3,57,7255826.5,84.3,2784580.2,6,1110383.8,97.7,4329039.7,3.8,3164922.7,1.2,94406.7,15.3,3027867.3,34.3,366220.7,117.7,6570028.5,61.2,4455281,151.7,8961092.2
Tue 01/09/18 08:00,157.7,7971150,74.8,7255901.3,98.5,2784678.7,8.7,1110392.5,117.5,4329157.2,4.2,3164926.8,2.3,94409,17.2,3027884.5,31.2,366251.8,119.5,6570148,68.7,4455349.7,154.3,8961246.5
Tue 01/09/18 09:00,217.5,7971367.5,92.3,7255993.7,107.2,2784785.8,8.8,1110401.3,121.5,4329278.7,5.7,3164932.5,2,94411,18,3027902.5,43.7,366295.5,130.7,6570278.7,74.7,4455424.3,156.3,8961402.8
Tue 01/09/18 10:00,292,7971659.5,88,7256081.7,107.2,2784893,8.5,1110409.8,121.5,4329400.2,6.3,3164938.8,1.8,94412.8,22.3,3027924.8,46.5,366342,134.3,6570413,76.2,4455500.5,162,8961564.8
Tue 01/09/18 11:00,299.5,7971959,87.3,7256169,107.5,2785000.5,8.7,1110418.5,120.5,4329520.7,8.3,3164947.2,2.3,94415.2,28,3027952.8,46.5,366388.5,148,6570561,80.8,4455581.3,171,8961735.8
Tue 01/09/18 12:00,298,7972257,89.3,7256258.3,110.8,2785111.3,9,1110427.5,127.3,4329648,8,3164955.2,1.5,94416.7,27,3027979.8,50.5,366439,154.2,6570715.2,100.2,4455681.5,174.3,8961910.2
Tue 01/09/18 13:00,300.5,7972557.5,89.7,7256348,108.5,2785219.8,8.7,1110436.2,129.5,4329777.5,7.5,3164962.7,1.3,94418,23,3028002.8,51,366490,156.5,6570871.7,109.3,4455790.8,181.5,8962091.7
Tue 01/09/18 14:00,301.5,7972859,80,7256428,94.8,2785314.7,8.7,1110444.8,114.2,4329891.7,6.3,3164969,1.7,94419.7,21.7,3028024.5,49,366539,148.8,6571020.5,106.3,4455897.2,179,8962270.7
Tue 01/09/18 15:00,300.2,7973159.2,83.7,7256511.7,102.8,2785417.5,8.7,1110453.5,120.3,4330012,6,3164975,1.3,94421,23.5,3028048,47,366586,150.2,6571170.7,108.2,4456005.3,175.7,8962446.3
Tue 01/09/18 16:00,301.5,7973460.7,88.5,7256600.2,105.8,2785523.3,9,1110462.5,129.5,4330141.5,6.5,3164981.5,1.5,94422.5,23.8,3028071.8,63.8,366649.8,152.2,6571322.8,107.2,4456112.5,175.3,8962621.7
Tue 01/09/18 17:00,300.3,7973761,85.8,7256686,102.8,2785626.2,8.8,1110471.3,129.3,4330270.8,6,3164987.5,1.8,94424.3,22.3,3028094.2,55.7,366705.5,153,6571475.8,97.5,4456210,175.5,8962797.2
Tue 01/09/18 18:00,284.7,7974045.7,83.3,7256769.3,100.3,2785726.5,8.7,1110480,131.7,4330402.5,6,3164993.5,1.3,94425.7,19,3028113.2,49.2,366754.7,154,6571629.8,94.2,4456304.2,175,8962972.2
Tue 01/09/18 19:00,207.7,7974253.3,76,7256845.3,99.5,2785826,8.5,1110488.5,132.8,4330535.3,5.2,3164998.7,1.2,94426.8,16.3,3028129.5,45.8,366800.5,153,6571782.8,92.8,4456397,170.8,8963143
Tue 01/09/18 20:00,128.2,7974381.5,69.7,7256915,98.7,2785924.7,7.8,1110496.3,131.7,4330667,4.7,3165003.3,1.7,94428.5,15.3,3028144.8,44.8,366845.3,136.7,6571919.5,92,4456489,162,8963305
Tue 01/09/18 21:00,127,7974508.5,68.5,7256983.5,93,2786017.7,5.2,1110501.5,123,4330790,4.3,3165007.7,1.3,94429.8,15,3028159.8,44.5,366889.8,127.3,6572046.8,89.8,4456578.8,155.3,8963460.3
Tue 01/09/18 22:00,126.5,7974635,60,7257043.5,87.7,2786105.3,5.3,1110506.8,113.7,4330903.7,2.8,3165010.5,1.7,94431.5,15.7,3028175.5,39.7,366929.5,125.3,6572172.2,81.5,4456660.3,152,8963612.3
Tue 01/09/18 23:00,128.5,7974763.5,64,7257107.5,96.3,2786201.7,4.8,1110511.7,121.8,4331025.5,3,3165013.5,1.2,94432.7,15.2,3028190.7,41.8,366971.3,125.8,6572298,76.7,4456737,151.5,8963763.8
Wed 01/10/18 00:00,128.3,7974891.8,62.7,7257170.2,95.8,2786297.5,4.8,1110516.5,115.2,4331140.7,3.3,3165016.8,1.3,94434,15.3,3028206,41.2,367012.5,129.2,6572427.2,69.5,4456806.5,148.3,8963912.2
Wed 01/10/18 01:00,122.2,7975014,65.3,7257235.5,101.8,2786399.3,4.8,1110521.3,116.1,4331256.8,3.5,3165020.3,1,94435,-316789.8,2711416.2,34.7,367047.2,120.9,6572548,66.9,4456873.4,-894151.8,8069760.3
Wed 01/10/18 02:00,113.2,7975127.2,55.8,7257291.3,87.4,2786486.7,4.1,1110525.3,92.4,4331349.2,2.7,3165023,0.8,94435.8,316819.9,3028236.2,28.8,367076,100.6,6572648.7,60.9,4456934.3,894441.7,8964202
Wed 01/10/18 03:00,130.2,7975257.3,62.3,7257353.7,97.3,2786584,4.7,1110530,104.7,4331453.8,3,3165026,0.5,94436.3,14.3,3028250.5,33,367109,114.8,6572763.5,80.3,4457014.7,146,8964348
Wed 01/10/18 04:00,129,7975386.3,62.3,7257416,94.8,2786678.8,4.8,1110534.8,104.2,4331558,3.3,3165029.3,0.8,94437.2,15.2,3028265.7,32.8,367141.8,112.7,6572876.2,68.5,4457083.2,150.7,8964498.7
Wed 01/10/18 05:00,128.2,7975514.5,62.2,7257478.2,95.5,2786774.3,4.8,1110539.7,104.5,4331662.5,3.3,3165032.7,0.8,94438,14.5,3028280.2,33.5,367175.3,116.5,6572992.7,68.7,4457151.8,142.3,8964641
Wed 01/10/18 06:00,127.8,7975642.3,62.8,7257541,97.5,2786871.8,4.5,1110544.2,107.3,4331769.8,4.3,3165037,1.2,94439.2,14.5,3028294.7,35.5,367210.8,121.2,6573113.8,70.8,4457222.7,148,8964789
Wed 01/10/18 07:00,130.7,7975773,54,7257595,81.7,2786953.5,5.7,1110549.8,98,4331867.8,3.5,3165040.5,1.3,94440.5,15.8,3028310.5,31.5,367242.3,133.2,6573247,80.8,4457303.5,153.3,8964942.3
Wed 01/10/18 08:00,149.7,7975922.7,77.3,7257672.3,104.7,2787058.2,8.7,1110558.5,136.7,4332004.5,4.5,3165045,2.2,94442.7,16.5,3028327,32.7,367275,105.5,6573352.5,83.7,4457387.2,151.7,8965094
